,Name,Country,Position,Age,Overall_Rating,Potential,Duration,Team,Total_Stats,photo_link,country_flag_img_link
296,Hugo Ekitike,France,ST,20,76,84,30-Jun-23,Paris Saint Germain,1749,https://cdn.sofifa.net/players/257/289/23_180.png, https://cdn.sofifa.net/flags/fr@3x.png
297,Devyne Rensch,Netherlands,LB,19,74,84,2019 ~ 2025,Ajax,1883,https://cdn.sofifa.net/players/258/826/23_180.png, https://cdn.sofifa.net/flags/nl@3x.png
298,Kaio Jorge Pinto Ramos,Brazil,ST,20,71,82,2021 ~ 2026,Juventus,1723,https://cdn.sofifa.net/players/260/644/23_180.png, https://cdn.sofifa.net/flags/br@3x.png
299,Quentin Merlin,France,LWB,20,71,84,2020 ~ 2026,Nantes,1921,https://cdn.sofifa.net/players/261/616/23_180.png, https://cdn.sofifa.net/flags/fr@3x.png
300,Zlatan Ibrahimović,Sweden,ST,40,80,80,2020 ~ 2023,Milan,1946,https://cdn.sofifa.net/players/041/236/23_180.png, https://cdn.sofifa.net/flags/se@3x.png
301,Sergio Ramos García,Spain,CB,36,84,84,2021 ~ 2023,Paris Saint Germain,2136,https://cdn.sofifa.net/players/155/862/23_180.png, https://cdn.sofifa.net/flags/es@3x.png
302,Kyle Walker,England,RB,32,84,84,2017 ~ 2024,Manchester City,2186,https://cdn.sofifa.net/players/188/377/23_180.png, https://cdn.sofifa.net/flags/gb-eng@3x.png
303,Jordi Alba Ramos,Spain,LB,33,85,85,2012 ~ 2024,FC Barcelona,2218,https://cdn.sofifa.net/players/189/332/23_180.png, https://cdn.sofifa.net/flags/es@3x.png
304,Heung Min Son,Korea Republic,LW,29,88,88,2015 ~ 2025,Tottenham Hotspur,2129,https://cdn.sofifa.net/players/200/104/23_180.png, https://cdn.sofifa.net/flags/kr@3x.png
305,Mauro Icardi,Argentina,ST,29,79,79,30-Jun-23,Galatasaray,1906,https://cdn.sofifa.net/players/201/399/23_180.png, https://cdn.sofifa.net/flags/ar@3x.png
306,Oumar Niasse,Senegal,ST,32,64,64,2023 ~ 2023,Morecambe,1590,https://cdn.sofifa.net/players/208/339/23_180.png, https://cdn.sofifa.net/flags/sn@3x.png
307,Thomas Lemar,France,RM,26,83,84,2018 ~ 2027,Atlético Madrid,2214,https://cdn.sofifa.net/players/213/565/23_180.png, https://cdn.sofifa.net/flags/fr@3x.png
308,Andreas Christensen,Denmark,CB,26,82,85,2022 ~ 2026,FC Barcelona,1782,https://cdn.sofifa.net/players/213/661/23_180.png, https://cdn.sofifa.net/flags/dk@3x.png
309,Ruben Loftus-Cheek,England,RM,26,77,78,2013 ~ 2024,Chelsea,1987,https://cdn.sofifa.net/players/213/666/23_180.png, https://cdn.sofifa.net/flags/gb-eng@3x.png
310,Donny van de Beek,Netherlands,CDM,25,77,80,2020 ~ 2025,Manchester United,2083,https://cdn.sofifa.net/players/221/363/23_180.png, https://cdn.sofifa.net/flags/nl@3x.png
311,Nicolò Barella,Italy,CM,25,85,87,2020 ~ 2026,Inter,2297,https://cdn.sofifa.net/players/224/232/23_180.png, https://cdn.sofifa.net/flags/it@3x.png
312,Manuel Akanji,Switzerland,CB,26,82,83,2022 ~ 2027,Manchester City,1965,https://cdn.sofifa.net/players/229/237/23_180.png, https://cdn.sofifa.net/flags/ch@3x.png
313,Mikel Oyarzabal Ugarte,Spain,LW,25,83,84,2014 ~ 2028,Real Sociedad,2033,https://cdn.sofifa.net/players/230/142/23_180.png, https://cdn.sofifa.net/flags/es@3x.png
314,Franck Yannick Kessié,Côte d'Ivoire,CAM,25,84,86,2022 ~ 2026,FC Barcelona,2206,https://cdn.sofifa.net/players/230/938/23_180.png, https://cdn.sofifa.net/flags/ci@3x.png
315,Donyell Malen,Netherlands,LM,23,79,82,2021 ~ 2026,Borussia Dortmund,1994,https://cdn.sofifa.net/players/231/447/23_180.png, https://cdn.sofifa.net/flags/nl@3x.png
316,Alban Lafont,France,GK,23,79,84,2021 ~ 2024,Nantes,1258,https://cdn.sofifa.net/players/231/691/23_180.png, https://cdn.sofifa.net/flags/fr@3x.png
317,Richarlison de Andrade,Brazil,LW,25,81,84,2022 ~ 2027,Tottenham Hotspur,2106,https://cdn.sofifa.net/players/231/943/23_180.png, https://cdn.sofifa.net/flags/br@3x.png
318,Milan Škriniar,Slovakia,CB,27,85,85,2017 ~ 2023,Inter,1846,https://cdn.sofifa.net/players/232/363/23_180.png, https://cdn.sofifa.net/flags/sk@3x.png
319,Lucas Tolentino Coelho de Lima,Brazil,CM,24,81,86,2022 ~ 2027,West Ham United,2181,https://cdn.sofifa.net/players/233/927/23_180.png, https://cdn.sofifa.net/flags/br@3x.png
320,Niklas Schmidt,Germany,CF,24,70,75,2018 ~ 2025,Werder Bremen,1847,https://cdn.sofifa.net/players/235/022/23_180.png, https://cdn.sofifa.net/flags/de@3x.png
321,Carlos Acevedo,Mexico,GK,26,77,78,Free,Mexico,1313,https://cdn.sofifa.net/players/235/183/23_180.png, https://cdn.sofifa.net/flags/mx@3x.png
322,Youssef En-Nesyri,Morocco,ST,25,80,83,2020 ~ 2025,Sevilla,1925,https://cdn.sofifa.net/players/235/410/23_180.png, https://cdn.sofifa.net/flags/ma@3x.png
323,David Raum,Germany,LM,24,79,84,2022 ~ 2027,RB Leipzig,2055,https://cdn.sofifa.net/players/236/703/23_180.png, https://cdn.sofifa.net/flags/de@3x.png
324,Nicolò Zaniolo,Italy,RM,22,80,84,2023 ~ 2027,Galatasaray,2081,https://cdn.sofifa.net/players/238/067/23_180.png, https://cdn.sofifa.net/flags/it@3x.png
325,Marc Cucurella Saseta,Spain,LWB,23,80,84,2022 ~ 2028,Chelsea,2126,https://cdn.sofifa.net/players/239/231/23_180.png, https://cdn.sofifa.net/flags/es@3x.png
327,Rodrigo Bentancur,Uruguay,CM,25,82,86,2022 ~ 2026,Tottenham Hotspur,2163,https://cdn.sofifa.net/players/227/535/23_180.png, https://cdn.sofifa.net/flags/uy@3x.png
328,Lorenzo Pellegrini,Italy,CF,26,83,85,2017 ~ 2026,Roma,2250,https://cdn.sofifa.net/players/228/251/23_180.png, https://cdn.sofifa.net/flags/it@3x.png
329,Robert Lynch Sánchez,Spain,GK,24,79,82,2015 ~ 2025,Brighton & Hove Albion,1295,https://cdn.sofifa.net/players/228/789/23_180.png, https://cdn.sofifa.net/flags/es@3x.png
330,Davide Calabria,Italy,RWB,25,80,83,2015 ~ 2025,Milan,2036,https://cdn.sofifa.net/players/228/881/23_180.png, https://cdn.sofifa.net/flags/it@3x.png
331,Denis Zakaria,Switzerland,CM,25,80,85,30-Jun-23,Chelsea,2039,https://cdn.sofifa.net/players/229/261/23_180.png, https://cdn.sofifa.net/flags/ch@3x.png
332,Brahim Díaz,Spain,RW,22,79,84,30-Jun-23,Milan,1830,https://cdn.sofifa.net/players/231/410/23_180.png, https://cdn.sofifa.net/flags/es@3x.png
333,Akram Afif,Qatar,CAM,25,76,77,Free,Qatar,1847,https://cdn.sofifa.net/players/234/051/23_180.png, https://cdn.sofifa.net/flags/qa@3x.png
334,Facundo Medina,Argentina,CB,23,78,83,2020 ~ 2026,Lens,1779,https://cdn.sofifa.net/players/236/804/23_180.png, https://cdn.sofifa.net/flags/ar@3x.png
335,Nicolás González,Argentina,LW,24,80,83,2021 ~ 2026,Fiorentina,1985,https://cdn.sofifa.net/players/240/690/23_180.png, https://cdn.sofifa.net/flags/ar@3x.png
336,Tyrick Mitchell,England,LB,22,76,82,2017 ~ 2025,Crystal Palace,1798,https://cdn.sofifa.net/players/240/947/23_180.png, https://cdn.sofifa.net/flags/gb-eng@3x.png
337,Mateo Retegui,Italy,ST,23,77,84,31-Dec-23,Tigre,1848,https://cdn.sofifa.net/players/241/850/23_180.png, https://cdn.sofifa.net/flags/it@3x.png
338,Jordan Beyer,Germany,RB,22,75,82,30-Jun-23,Burnley,1755,https://cdn.sofifa.net/players/242/660/23_180.png, https://cdn.sofifa.net/flags/de@3x.png
339,Giovanni Reyna,United States,LM,19,78,85,2019 ~ 2025,Borussia Dortmund,1933,https://cdn.sofifa.net/players/245/541/23_180.png, https://cdn.sofifa.net/flags/us@3x.png
340,Billy Gilmour,Scotland,CDM,21,72,80,2022 ~ 2026,Brighton & Hove Albion,1851,https://cdn.sofifa.net/players/245/992/23_180.png, https://cdn.sofifa.net/flags/gb-sct@3x.png
341,Mads Bidstrup,Denmark,CM,21,73,82,30-Jun-23,Nordsjælland,1882,https://cdn.sofifa.net/players/246/402/23_180.png, https://cdn.sofifa.net/flags/dk@3x.png
342,Manor Solomon,Israel,CAM,22,77,84,30-Jun-23,Fulham,1870,https://cdn.sofifa.net/players/246/791/23_180.png, https://cdn.sofifa.net/flags/il@3x.png
343,Edmond Tapsoba,Burkina Faso,CB,23,81,85,2020 ~ 2026,Bayer 04 Leverkusen,1914,https://cdn.sofifa.net/players/247/263/23_180.png, https://cdn.sofifa.net/flags/bf@3x.png
344,Gastón Ávila,Argentina,CB,20,71,82,2022 ~ 2027,Antwerp,1833,https://cdn.sofifa.net/players/247/467/23_180.png, https://cdn.sofifa.net/flags/ar@3x.png
345,Gabriel Slonina,United States,GK,18,66,81,2022 ~ 2028,Chelsea,1044,https://cdn.sofifa.net/players/248/158/23_180.png, https://cdn.sofifa.net/flags/us@3x.png
346,Milan van Ewijk,Netherlands,RB,21,74,82,2021 ~ 2025,SC Heerenveen,1851,https://cdn.sofifa.net/players/251/626/23_180.png, https://cdn.sofifa.net/flags/nl@3x.png
347,Talles Magno Bacelar Martins,Brazil,LM,20,73,84,2021 ~ 2026,New York City,1757,https://cdn.sofifa.net/players/253/755/23_180.png, https://cdn.sofifa.net/flags/br@3x.png
348,Josip Šutalo,Croatia,CB,22,77,85,2018 ~ 2028,Dinamo Zagreb,1743,https://cdn.sofifa.net/players/256/325/23_180.png, https://cdn.sofifa.net/flags/hr@3x.png
349,F. Evanilson de Lima Barbosa,Brazil,ST,22,78,85,2020 ~ 2027,Porto,1794,https://cdn.sofifa.net/players/256/612/23_180.png, https://cdn.sofifa.net/flags/br@3x.png
350,Jamal Musiala,Germany,CM,19,84,92,2020 ~ 2026,FC Bayern München,2042,https://cdn.sofifa.net/players/256/790/23_180.png, https://cdn.sofifa.net/flags/de@3x.png
351,Nicolas Seiwald,Austria,CDM,21,75,84,2020 ~ 2026,Salzburg,2016,https://cdn.sofifa.net/players/257/876/23_180.png, https://cdn.sofifa.net/flags/at@3x.png
352,Luka Romero,Argentina,RW,17,69,84,2021 ~ 2023,Lazio,1837,https://cdn.sofifa.net/players/258/467/23_180.png, https://cdn.sofifa.net/flags/ar@3x.png
353,Gabriel Veiga Novas,Spain,CAM,20,69,85,2019 ~ 2026,Celta de Vigo,1819,https://cdn.sofifa.net/players/258/729/23_180.png, https://cdn.sofifa.net/flags/es@3x.png
354,Castello Lukeba,France,CB,19,77,85,2021 ~ 2025,Olympique Lyonnais,1868,https://cdn.sofifa.net/players/262/138/23_180.png, https://cdn.sofifa.net/flags/fr@3x.png
355,Stipe Biuk,Croatia,LW,19,71,85,2023 ~ 2026,Los Angeles FC,1720,https://cdn.sofifa.net/players/262/585/23_180.png, https://cdn.sofifa.net/flags/hr@3x.png
356,Vinicius de Souza Costa,Brazil,CB,23,77,84,2020 ~ 2025,Espanyol,1826,https://cdn.sofifa.net/players/262/929/23_180.png, https://cdn.sofifa.net/flags/br@3x.png
357,Jesurun Rak-Sakyi,England,RM,19,69,80,30-Jun-23,Charlton Athletic,1670,https://cdn.sofifa.net/players/264/035/23_180.png, https://cdn.sofifa.net/flags/gb-eng@3x.png
358,Roony Bardghji,Sweden,RW,16,66,86,2021 ~ 2025,København,1611,https://cdn.sofifa.net/players/265/600/23_180.png, https://cdn.sofifa.net/flags/se@3x.png
359,Matías Soulé,Argentina,RW,19,70,85,2021 ~ 2026,Juventus,1759,https://cdn.sofifa.net/players/265/695/23_180.png, https://cdn.sofifa.net/flags/ar@3x.png
360,Kieran Trippier,England,RB,31,84,84,2022 ~ 2025,Newcastle United,2214,https://cdn.sofifa.net/players/186/345/23_180.png, https://cdn.sofifa.net/flags/gb-eng@3x.png
361,Pierre-Emerick Aubameyang,Gabon,ST,33,82,82,2022 ~ 2024,Chelsea,1996,https://cdn.sofifa.net/players/188/567/23_180.png, https://cdn.sofifa.net/flags/ga@3x.png
362,Kevin De Bruyne,Belgium,CAM,31,91,91,2015 ~ 2025,Manchester City,2299,https://cdn.sofifa.net/players/192/985/23_180.png, https://cdn.sofifa.net/flags/be@3x.png
363,Emiliano Martínez,Argentina,GK,29,85,85,2020 ~ 2027,Aston Villa,1472,https://cdn.sofifa.net/players/202/811/23_180.png, https://cdn.sofifa.net/flags/ar@3x.png
364,Jack Grealish,England,LM,26,84,84,2021 ~ 2027,Manchester City,2084,https://cdn.sofifa.net/players/206/517/23_180.png, https://cdn.sofifa.net/flags/gb-eng@3x.png
365,Nathan Aké,Netherlands,LB,27,80,81,2020 ~ 2025,Manchester City,2012,https://cdn.sofifa.net/players/208/920/23_180.png, https://cdn.sofifa.net/flags/nl@3x.png
366,Ivan Toney,England,ST,26,80,81,2020 ~ 2025,Brentford,2084,https://cdn.sofifa.net/players/212/228/23_180.png, https://cdn.sofifa.net/flags/gb-eng@3x.png
367,Anderson Souza Conceição,Brazil,CAM,28,82,82,2021 ~ 2026,Al Nassr,2144,https://cdn.sofifa.net/players/212/523/23_180.png, https://cdn.sofifa.net/flags/br@3x.png
368,Allan Saint-Maximin,France,LM,25,81,82,2019 ~ 2026,Newcastle United,1930,https://cdn.sofifa.net/players/216/388/23_180.png, https://cdn.sofifa.net/flags/fr@3x.png
369,Antonio Sanabria,Paraguay,ST,26,75,76,2021 ~ 2025,Torino,1839,https://cdn.sofifa.net/players/219/932/23_180.png, https://cdn.sofifa.net/flags/py@3x.png
370,Joelinton Apolinário de Lira,Brazil,LW,25,80,83,2019 ~ 2024,Newcastle United,2132,https://cdn.sofifa.net/players/223/334/23_180.png, https://cdn.sofifa.net/flags/br@3x.png
371,Rúben Diogo da Silva Neves,Portugal,CM,25,83,86,2017 ~ 2024,Wolverhampton Wanderers,2178,https://cdn.sofifa.net/players/224/293/23_180.png, https://cdn.sofifa.net/flags/pt@3x.png
372,Kieran Tierney,Scotland,LB,25,80,84,2019 ~ 2024,Arsenal,2081,https://cdn.sofifa.net/players/226/491/23_180.png, https://cdn.sofifa.net/flags/gb-sct@3x.png
374,Paulo Dybala,Argentina,CAM,28,86,86,2022 ~ 2025,Roma,2116,https://cdn.sofifa.net/players/211/110/23_180.png, https://cdn.sofifa.net/flags/ar@3x.png
375,Timo Werner,Germany,LW,26,82,83,2022 ~ 2026,RB Leipzig,1996,https://cdn.sofifa.net/players/212/188/23_180.png, https://cdn.sofifa.net/flags/de@3x.png
376,Bruno Miguel Borges Fernandes,Portugal,RM,27,87,87,2020 ~ 2026,Manchester United,2324,https://cdn.sofifa.net/players/212/198/23_180.png, https://cdn.sofifa.net/flags/pt@3x.png
377,Pierre-Emile Højbjerg,Denmark,CM,26,84,86,2020 ~ 2025,Tottenham Hotspur,2123,https://cdn.sofifa.net/players/213/648/23_180.png, https://cdn.sofifa.net/flags/dk@3x.png
378,Sergej Milinković-Savić,Serbia,CM,27,86,86,2015 ~ 2024,Lazio,2250,https://cdn.sofifa.net/players/223/848/23_180.png, https://cdn.sofifa.net/flags/rs@3x.png
379,Ryan Kent,England,CF,25,76,77,2019 ~ 2023,Rangers,1928,https://cdn.sofifa.net/players/224/520/23_180.png, https://cdn.sofifa.net/flags/gb-eng@3x.png
380,Nordi Mukiele,France,CB,24,79,83,2022 ~ 2027,Paris Saint Germain,1972,https://cdn.sofifa.net/players/226/166/23_180.png, https://cdn.sofifa.net/flags/fr@3x.png
381,André-Franck Zambo Anguissa,Cameroon,CM,26,82,84,2022 ~ 2027,Napoli,2135,https://cdn.sofifa.net/players/227/236/23_180.png, https://cdn.sofifa.net/flags/cm@3x.png
382,Gianluigi Donnarumma,Italy,GK,23,88,92,2021 ~ 2026,Paris Saint Germain,1374,https://cdn.sofifa.net/players/230/621/23_180.png, https://cdn.sofifa.net/flags/it@3x.png
383,Renato Júnior Luz Sanches,Portugal,RM,24,78,83,2022 ~ 2027,Paris Saint Germain,2181,https://cdn.sofifa.net/players/230/767/23_180.png, https://cdn.sofifa.net/flags/pt@3x.png
384,Exequiel Palacios,Argentina,CAM,23,80,85,2020 ~ 2025,Bayer 04 Leverkusen,2106,https://cdn.sofifa.net/players/231/521/23_180.png, https://cdn.sofifa.net/flags/ar@3x.png
385,Ben Brereton Díaz,Chile,LM,23,74,81,2019 ~ 2023,Blackburn Rovers,1892,https://cdn.sofifa.net/players/233/795/23_180.png, https://cdn.sofifa.net/flags/cl@3x.png
386,José Diogo Dalot Teixeira,Portugal,RB,23,80,86,2018 ~ 2024,Manchester United,2098,https://cdn.sofifa.net/players/234/574/23_180.png, https://cdn.sofifa.net/flags/pt@3x.png
387,Ferdi Kadioglu,Turkey,LM,22,76,82,2018 ~ 2026,Fenerbahçe,2023,https://cdn.sofifa.net/players/235/152/23_180.png, https://cdn.sofifa.net/flags/tr@3x.png
388,Matthijs de Ligt,Netherlands,CB,22,85,89,2022 ~ 2027,FC Bayern München,1970,https://cdn.sofifa.net/players/235/243/23_180.png, https://cdn.sofifa.net/flags/nl@3x.png
389,Ryan Sessegnon,England,LB,22,76,82,2019 ~ 2025,Tottenham Hotspur,1967,https://cdn.sofifa.net/players/235/883/23_180.png, https://cdn.sofifa.net/flags/gb-eng@3x.png
390,Owen Wijndal,Netherlands,LB,22,77,82,2022 ~ 2027,Ajax,1977,https://cdn.sofifa.net/players/236/572/23_180.png, https://cdn.sofifa.net/flags/nl@3x.png
391,Ibrahima Konaté,France,CB,23,81,88,2021 ~ 2026,Liverpool,1747,https://cdn.sofifa.net/players/237/678/23_180.png, https://cdn.sofifa.net/flags/fr@3x.png
392,Gleison Bremer Silva Nascimento,Brazil,CB,25,83,87,2022 ~ 2027,Juventus,1886,https://cdn.sofifa.net/players/239/580/23_180.png, https://cdn.sofifa.net/flags/br@3x.png
393,Jakub Moder,Poland,LM,23,74,80,2020 ~ 2025,Brighton & Hove Albion,2021,https://cdn.sofifa.net/players/239/778/23_180.png, https://cdn.sofifa.net/flags/pl@3x.png
394,Amine Gouiri,France,LM,22,79,86,2022 ~ 2027,Rennes,2026,https://cdn.sofifa.net/players/240/753/23_180.png, https://cdn.sofifa.net/flags/fr@3x.png
395,Ferran Torres García,Spain,ST,22,82,88,2022 ~ 2027,FC Barcelona,2030,https://cdn.sofifa.net/players/241/461/23_180.png, https://cdn.sofifa.net/flags/es@3x.png
396,Igor Julio dos Santos de Paulo,Brazil,CB,24,77,82,2021 ~ 2024,Fiorentina,1664,https://cdn.sofifa.net/players/241/585/23_180.png, https://cdn.sofifa.net/flags/br@3x.png
397,Aurélien Tchouaméni,France,CM,22,83,89,2022 ~ 2028,Real Madrid,2138,https://cdn.sofifa.net/players/241/637/23_180.png, https://cdn.sofifa.net/flags/fr@3x.png
398,Noah Okafor,Switzerland,CAM,22,76,83,2020 ~ 2024,Salzburg,1911,https://cdn.sofifa.net/players/242/530/23_180.png, https://cdn.sofifa.net/flags/ch@3x.png
399,Djed Spence,England,RB,21,75,84,30-Jun-23,Rennes,1720,https://cdn.sofifa.net/players/243/702/23_180.png, https://cdn.sofifa.net/flags/gb-eng@3x.png
400,Pedro De la Vega,Argentina,LM,21,74,83,2018 ~ 2025,Lanús,1984,https://cdn.sofifa.net/players/246/045/23_180.png, https://cdn.sofifa.net/flags/ar@3x.png
401,Jhon Durán,Colombia,ST,18,65,83,2023 ~ 2028,Aston Villa,1557,https://cdn.sofifa.net/players/247/172/23_180.png, https://cdn.sofifa.net/flags/co@3x.png
402,João Pedro Junqueira de Jesus,Brazil,CAM,20,73,84,2020 ~ 2025,Watford,1707,https://cdn.sofifa.net/players/252/042/23_180.png, https://cdn.sofifa.net/flags/br@3x.png
403,Paolo Reyna,Peru,LM,20,71,80,2019 ~ 2022,Melgar,1718,https://cdn.sofifa.net/players/254/204/23_180.png, https://cdn.sofifa.net/flags/pe@3x.png
404,Santiago Hezze,Argentina,CM,20,74,84,2020 ~ 2024,Huracán,1869,https://cdn.sofifa.net/players/255/971/23_180.png, https://cdn.sofifa.net/flags/ar@3x.png
405,Malick Thiaw,Germany,CB,20,76,84,2022 ~ 2027,Milan,1842,https://cdn.sofifa.net/players/256/261/23_180.png, https://cdn.sofifa.net/flags/de@3x.png
406,Adrien Truffert,France,LB,20,76,84,2019 ~ 2025,Rennes,1935,https://cdn.sofifa.net/players/256/769/23_180.png, https://cdn.sofifa.net/flags/fr@3x.png
407,Anton Stach,Germany,CF,23,75,81,2021 ~ 2024,FSV Mainz 05,2012,https://cdn.sofifa.net/players/257/191/23_180.png, https://cdn.sofifa.net/flags/de@3x.png
408,Kerem Aktürkoğlu,Turkey,LW,23,76,80,2020 ~ 2026,Galatasaray,1857,https://cdn.sofifa.net/players/258/580/23_180.png, https://cdn.sofifa.net/flags/tr@3x.png
409,Mees Hilgers,Netherlands,RB,21,73,84,2020 ~ 2024,FC Twente,1698,https://cdn.sofifa.net/players/259/163/23_180.png, https://cdn.sofifa.net/flags/nl@3x.png
410,Nicola Zalewski,Poland,LM,20,75,83,2020 ~ 2025,Roma,1853,https://cdn.sofifa.net/players/262/113/23_180.png, https://cdn.sofifa.net/flags/pl@3x.png
411,Sidney Raebiger,Germany,CAM,17,62,84,2022 ~ 2025,SpVgg Greuther Fürth,1721,https://cdn.sofifa.net/players/262/242/23_180.png, https://cdn.sofifa.net/flags/de@3x.png
412,Raphael Onyedika,Nigeria,CM,21,73,84,2022 ~ 2027,Club Brugge,1859,https://cdn.sofifa.net/players/262/880/23_180.png, https://cdn.sofifa.net/flags/ng@3x.png
413,Jeremy Sarmiento,Ecuador,CAM,20,67,81,2021 ~ 2026,Brighton & Hove Albion,1629,https://cdn.sofifa.net/players/263/522/23_180.png, https://cdn.sofifa.net/flags/ec@3x.png
414,Vanderson de Oliveira Campos,Brazil,RM,21,76,84,2022 ~ 2027,Monaco,1992,https://cdn.sofifa.net/players/263/781/23_180.png, https://cdn.sofifa.net/flags/br@3x.png
415,Iker Bravo Solanilla,Spain,RW,17,65,84,30-Jun-23,Real Madrid,1537,https://cdn.sofifa.net/players/265/194/23_180.png, https://cdn.sofifa.net/flags/es@3x.png
416,Garang Kuol,Australia,RM,17,62,80,30-Jun-23,Hearts,1480,https://cdn.sofifa.net/players/268/460/23_180.png, https://cdn.sofifa.net/flags/au@3x.png
417,Hugo Larsson,Sweden,CDM,18,66,83,2022 ~ 2026,Malmö FF,1776,https://cdn.sofifa.net/players/268/896/23_180.png, https://cdn.sofifa.net/flags/se@3x.png
418,Luca Langoni,Argentina,ST,20,72,83,2022 ~ 2026,Boca Juniors,1737,https://cdn.sofifa.net/players/270/107/23_180.png, https://cdn.sofifa.net/flags/ar@3x.png
419,Álvaro Daniel Rodríguez Muñoz,Uruguay,LW,17,62,83,2021 ~ 2027,Real Madrid,1521,https://cdn.sofifa.net/players/272/445/23_180.png, https://cdn.sofifa.net/flags/uy@3x.png
420,Sergio Busquets Burgos,Spain,CDM,33,85,85,2008 ~ 2023,FC Barcelona,2002,https://cdn.sofifa.net/players/189/511/23_180.png, https://cdn.sofifa.net/flags/es@3x.png
421,Memphis Depay,Netherlands,ST,28,85,85,2023 ~ 2025,Atlético Madrid,2082,https://cdn.sofifa.net/players/202/556/23_180.png, https://cdn.sofifa.net/flags/nl@3x.png
422,Virgil van Dijk,Netherlands,CB,30,88,88,2018 ~ 2025,Liverpool,2103,https://cdn.sofifa.net/players/203/376/23_180.png, https://cdn.sofifa.net/flags/nl@3x.png
423,Saúl Ñíguez Esclápez,Spain,LWB,27,80,80,2013 ~ 2026,Atlético Madrid,2150,https://cdn.sofifa.net/players/208/421/23_180.png, https://cdn.sofifa.net/flags/es@3x.png
425,Karim Benzema,France,ST,34,91,91,2009 ~ 2023,Real Madrid,2143,https://cdn.sofifa.net/players/165/153/23_180.png, https://cdn.sofifa.net/flags/fr@3x.png
426,Mario Balotelli,Italy,ST,31,76,76,2022 ~ 2024,Sion,1854,https://cdn.sofifa.net/players/186/627/23_180.png, https://cdn.sofifa.net/flags/it@3x.png
427,David De Gea Quintana,Spain,GK,31,87,87,2011 ~ 2023,Manchester United,1302,https://cdn.sofifa.net/players/193/080/23_180.png, https://cdn.sofifa.net/flags/es@3x.png
428,Stefan de Vrij,Netherlands,CB,30,83,83,2018 ~ 2023,Inter,1863,https://cdn.sofifa.net/players/198/176/23_180.png, https://cdn.sofifa.net/flags/nl@3x.png
429,Sergio Roberto Carnicer,Spain,CM,30,80,80,2013 ~ 2024,FC Barcelona,2055,https://cdn.sofifa.net/players/199/564/23_180.png, https://cdn.sofifa.net/flags/es@3x.png
430,Sébastien Haller,Côte d'Ivoire,ST,28,82,82,2022 ~ 2026,Borussia Dortmund,1945,https://cdn.sofifa.net/players/205/693/23_180.png, https://cdn.sofifa.net/flags/ci@3x.png
431,Kingsley Coman,France,LM,26,85,86,2015 ~ 2027,FC Bayern München,1973,https://cdn.sofifa.net/players/213/345/23_180.png, https://cdn.sofifa.net/flags/fr@3x.png
432,Aleksandar Mitrović,Serbia,ST,27,79,79,2018 ~ 2026,Fulham,1847,https://cdn.sofifa.net/players/215/716/23_180.png, https://cdn.sofifa.net/flags/rs@3x.png
433,Andrew Robertson,Scotland,LB,28,86,86,2017 ~ 2026,Liverpool,2155,https://cdn.sofifa.net/players/216/267/23_180.png, https://cdn.sofifa.net/flags/gb-sct@3x.png
434,Youri Tielemans,Belgium,CDM,25,83,85,2019 ~ 2023,Leicester City,2166,https://cdn.sofifa.net/players/216/393/23_180.png, https://cdn.sofifa.net/flags/be@3x.png
435,Nabil Fekir,France,CAM,28,84,84,2019 ~ 2026,Real Betis,2114,https://cdn.sofifa.net/players/216/594/23_180.png, https://cdn.sofifa.net/flags/fr@3x.png
436,Enes Ünal,Turkey,ST,25,80,83,2020 ~ 2025,Getafe,2050,https://cdn.sofifa.net/players/223/197/23_180.png, https://cdn.sofifa.net/flags/tr@3x.png
437,Sofyan Amrabat,Morocco,CM,25,78,81,2020 ~ 2024,Fiorentina,2066,https://cdn.sofifa.net/players/224/158/23_180.png, https://cdn.sofifa.net/flags/ma@3x.png
438,Marcos Acuña,Argentina,LM,30,85,85,2020 ~ 2024,Sevilla,2304,https://cdn.sofifa.net/players/224/334/23_180.png, https://cdn.sofifa.net/flags/ar@3x.png
439,Diogo José Teixeira da Silva,Portugal,LW,25,84,87,2020 ~ 2025,Liverpool,2170,https://cdn.sofifa.net/players/224/458/23_180.png, https://cdn.sofifa.net/flags/pt@3x.png
440,Thomas Deng,Australia,CB,25,65,67,Free,Australia,1620,https://cdn.sofifa.net/players/228/310/23_180.png, https://cdn.sofifa.net/flags/au@3x.png
441,Leon Bailey,Jamaica,RM,24,80,83,2021 ~ 2025,Aston Villa,1980,https://cdn.sofifa.net/players/229/906/23_180.png, https://cdn.sofifa.net/flags/jm@3x.png
442,Takehiro Tomiyasu,Japan,LB,23,79,84,2021 ~ 2026,Arsenal,1837,https://cdn.sofifa.net/players/232/938/23_180.png, https://cdn.sofifa.net/flags/jp@3x.png
443,Raphael Dias Belloli,Brazil,LW,25,83,84,2022 ~ 2027,FC Barcelona,2129,https://cdn.sofifa.net/players/233/419/23_180.png, https://cdn.sofifa.net/flags/br@3x.png
444,Alphonso Davies,Canada,LM,21,84,89,2019 ~ 2025,FC Bayern München,2171,https://cdn.sofifa.net/players/234/396/23_180.png, https://cdn.sofifa.net/flags/ca@3x.png
